340.36	0.00
340.73	4.00
341.11	-3.00
341.48	-4.00
341.85	-6.00
342.22	-6.00
342.59	-5.00
342.96	-9.00
343.34	-2.00
343.71	-9.00
344.08	-6.00
344.45	-2.00
344.82	-1.00
345.20	-1.00
345.57	-1.00
345.94	-4.00
346.31	-4.00
346.68	0.00
347.05	4.00
347.42	2.00
347.80	3.00
348.17	-5.00
348.54	-5.00
348.91	-3.00
349.28	-3.00
349.65	3.00
350.02	-3.00
350.40	-7.00
350.77	-4.00
351.14	-8.00
351.51	-5.00
351.88	-4.00
352.25	-1.00
352.62	-3.00
352.99	-2.00
353.37	-5.00
353.74	-6.00
354.11	-5.00
354.48	0.00
354.85	-7.00
355.22	-4.00
355.59	0.00
355.96	-4.00
356.33	-4.00
356.70	4.00
357.07	-3.00
357.44	-3.00
357.82	-8.00
358.19	-7.00
358.56	-6.00
358.93	-2.00
359.30	-7.00
359.67	-6.00
360.04	-12.00
360.41	-4.00
360.78	-2.00
361.15	-5.00
361.52	-9.00
361.89	0.00
362.26	-9.00
362.63	-2.00
363.00	-8.00
363.37	-6.00
363.74	-12.00
364.11	-12.00
364.48	-15.00
364.85	-3.00
365.22	-14.00
365.59	-9.00
365.96	1.00
366.33	-2.00
366.70	-4.00
367.07	-13.00
367.44	-12.00
367.81	-4.00
368.18	-6.00
368.55	-6.00
368.92	1.00
369.29	-4.00
369.66	-3.00
370.03	-4.00
370.40	-2.00
370.77	-2.00
371.14	-7.00
371.51	-8.00
371.88	-5.00
372.25	-5.00
372.62	0.00
372.99	3.00
373.36	-4.00
373.73	0.00
374.10	3.00
374.47	-7.00
374.84	2.00
375.21	0.00
375.58	-3.00
375.95	-2.00
376.32	-4.00
376.69	-1.00
377.05	-5.00
377.42	-1.00
377.79	-2.00
378.16	0.00
378.53	-2.00
378.90	-8.00
379.27	-4.00
379.64	-1.00
380.01	3.00
380.38	1.00
380.75	-3.00
381.11	-6.00
381.48	2.00
381.85	-2.00
382.22	-11.00
382.59	-7.00
382.96	-6.00
383.33	-3.00
383.70	-7.00
384.06	-5.00
384.43	-8.00
384.80	-8.00
385.17	-4.00
385.54	-5.00
385.91	-2.00
386.28	-6.00
386.64	-9.00
387.01	-9.00
387.38	-2.00
387.75	-6.00
388.12	-2.00
388.49	-1.00
388.85	4.00
389.22	3.00
389.59	-7.00
389.96	0.00
390.33	-3.00
390.70	-5.00
391.06	-5.00
391.43	-10.00
391.80	-8.00
392.17	-3.00
392.54	-5.00
392.90	-3.00
393.27	-3.00
393.64	1.00
394.01	-6.00
394.38	-3.00
394.74	-3.00
395.11	-8.00
395.48	-8.00
395.85	-10.00
396.21	-8.00
396.58	-12.00
396.95	-3.00
397.32	-2.00
397.69	-6.00
398.05	-5.00
398.42	-3.00
398.79	-8.00
399.16	-1.00
399.52	-4.00
399.89	-1.00
400.26	2.00
400.62	1.00
400.99	-1.00
401.36	-8.00
401.73	-4.00
402.09	-6.00
402.46	0.00
402.83	-13.00
403.20	-3.00
403.56	-8.00
403.93	-9.00
404.30	-10.00
404.66	-11.00
405.03	2.00
405.40	0.00
405.76	-1.00
406.13	-5.00
406.50	-3.00
406.86	-7.00
407.23	-6.00
407.60	-4.00
407.97	-1.00
408.33	-4.00
408.70	-5.00
409.07	-7.00
409.43	-5.00
409.80	-4.00
410.17	-1.00
410.53	-7.00
410.90	-9.00
411.26	-1.00
411.63	-5.00
412.00	8.00
412.36	-1.00
412.73	0.00
413.10	-2.00
413.46	0.00
413.83	2.00
414.20	8.00
414.56	-2.00
414.93	-4.00
415.29	-9.00
415.66	3.00
416.03	-5.00
416.39	-7.00
416.76	-3.00
417.12	2.00
417.49	-6.00
417.86	0.00
418.22	-7.00
418.59	-1.00
418.95	0.00
419.32	-3.00
419.68	1.00
420.05	-5.00
420.42	-3.00
420.78	0.00
421.15	-7.00
421.51	4.00
421.88	0.00
422.24	-3.00
422.61	-6.00
422.97	-5.00
423.34	-5.00
423.71	-4.00
424.07	-6.00
424.44	-5.00
424.80	-9.00
425.17	-2.00
425.53	5.00
425.90	2.00
426.26	7.00
426.63	-9.00
426.99	-4.00
427.36	2.00
427.72	5.00
428.09	-4.00
428.45	-2.00
428.82	-6.00
429.18	-4.00
429.55	-5.00
429.91	-3.00
430.28	-3.00
430.64	-12.00
431.01	-3.00
431.37	-10.00
431.74	-6.00
432.10	-3.00
432.47	-4.00
432.83	-6.00
433.19	0.00
433.56	-3.00
433.92	-4.00
434.29	11.00
434.65	1.00
435.02	2.00
435.38	-4.00
435.75	-3.00
436.11	2.00
436.47	8.00
436.84	3.00
437.20	-1.00
437.57	3.00
437.93	4.00
438.30	7.00
438.66	-1.00
439.02	0.00
439.39	0.00
439.75	-3.00
440.12	2.00
440.48	2.00
440.84	-3.00
441.21	-14.00
441.57	1.00
441.94	0.00
442.30	-2.00
442.66	-2.00
443.03	-8.00
443.39	-8.00
443.75	0.00
444.12	-3.00
444.48	-1.00
444.84	-2.00
445.21	5.00
445.57	7.00
445.93	-4.00
446.30	-4.00
446.66	-6.00
447.02	-5.00
447.39	-7.00
447.75	-4.00
448.11	2.00
448.48	1.00
448.84	-10.00
449.20	-1.00
449.57	-7.00
449.93	-6.00
450.29	-2.00
450.66	0.00
451.02	-2.00
451.38	-2.00
451.75	0.00
452.11	-1.00
452.47	-5.00
452.83	0.00
453.20	6.00
453.56	-2.00
453.92	1.00
454.28	-1.00
454.65	0.00
455.01	8.00
455.37	-7.00
455.74	-6.00
456.10	-4.00
456.46	0.00
456.82	1.00
457.19	-4.00
457.55	-10.00
457.91	6.00
458.27	-1.00
458.63	-1.00
459.00	3.00
459.36	5.00
459.72	5.00
460.08	-7.00
460.45	-11.00
460.81	3.00
461.17	-7.00
461.53	1.00
461.89	-4.00
462.26	-2.00
462.62	-3.00
462.98	4.00
463.34	-9.00
463.70	-2.00
464.06	0.00
464.43	6.00
464.79	-2.00
465.15	3.00
465.51	-2.00
465.87	3.00
466.23	0.00
466.60	8.00
466.96	3.00
467.32	0.00
467.68	-2.00
468.04	2.00
468.40	1.00
468.77	-3.00
469.13	0.00
469.49	8.00
469.85	7.00
470.21	0.00
470.57	0.00
470.93	12.00
471.29	5.00
471.65	9.00
472.02	10.00
472.38	8.00
472.74	12.00
473.10	7.00
473.46	2.00
473.82	12.00
474.18	11.00
474.54	3.00
474.90	3.00
475.26	20.00
475.62	18.00
475.98	17.00
476.35	20.00
476.71	9.00
477.07	10.00
477.43	14.00
477.79	14.00
478.15	10.00
478.51	17.00
478.87	21.00
479.23	19.00
479.59	18.00
479.95	18.00
480.31	21.00
480.67	29.00
481.03	34.00
481.39	27.00
481.75	18.00
482.11	23.00
482.47	29.00
482.83	25.00
483.19	39.00
483.55	32.00
483.91	27.00
484.27	31.00
484.63	33.00
484.99	27.00
485.35	34.00
485.71	34.00
486.07	37.00
486.43	33.00
486.79	34.00
487.15	28.00
487.51	28.00
487.87	33.00
488.23	42.00
488.59	37.00
488.95	35.00
489.31	30.00
489.66	32.00
490.02	42.00
490.38	31.00
490.74	25.00
491.10	33.00
491.46	26.00
491.82	35.00
492.18	32.00
492.54	25.00
492.90	25.00
493.26	24.00
493.61	21.00
493.97	27.00
494.33	28.00
494.69	26.00
495.05	28.00
495.41	33.00
495.77	31.00
496.13	23.00
496.49	23.00
496.84	26.00
497.20	20.00
497.56	23.00
497.92	31.00
498.28	30.00
498.64	22.00
499.00	20.00
499.35	22.00
499.71	24.00
500.07	27.00
500.43	29.00
500.79	11.00
501.14	28.00
501.50	20.00
501.86	15.00
502.22	21.00
502.58	27.00
502.94	24.00
503.29	17.00
503.65	19.00
504.01	27.00
504.37	26.00
504.73	22.00
505.08	24.00
505.44	26.00
505.80	16.00
506.16	21.00
506.51	21.00
506.87	21.00
507.23	25.00
507.59	23.00
507.94	20.00
508.30	23.00
508.66	21.00
509.02	27.00
509.37	26.00
509.73	25.00
510.09	14.00
510.45	23.00
510.80	26.00
511.16	19.00
511.52	15.00
511.87	18.00
512.23	11.00
512.59	22.00
512.95	19.00
513.30	22.00
513.66	23.00
514.02	25.00
514.37	20.00
514.73	16.00
515.09	18.00
515.44	23.00
515.80	25.00
516.16	22.00
516.51	19.00
516.87	29.00
517.23	23.00
517.58	18.00
517.94	23.00
518.30	18.00
518.65	12.00
519.01	18.00
519.37	16.00
519.72	21.00
520.08	19.00
520.43	22.00
520.79	17.00
521.15	19.00
521.50	30.00
521.86	26.00
522.22	19.00
522.57	16.00
522.93	23.00
523.28	12.00
523.64	20.00
524.00	18.00
524.35	14.00
524.71	16.00
525.06	16.00
525.42	16.00
525.77	13.00
526.13	23.00
526.49	16.00
526.84	18.00
527.20	14.00
527.55	12.00
527.91	27.00
528.26	18.00
528.62	18.00
528.97	13.00
529.33	19.00
529.68	12.00
530.04	26.00
530.40	11.00
530.75	24.00
531.11	19.00
531.46	23.00
531.82	24.00
532.17	28.00
532.53	27.00
532.88	33.00
533.24	25.00
533.59	27.00
533.95	28.00
534.30	28.00
534.65	28.00
535.01	33.00
535.36	28.00
535.72	36.00
536.07	30.00
536.43	30.00
536.78	29.00
537.14	38.00
537.49	34.00
537.85	36.00
538.20	37.00
538.55	38.00
538.91	33.00
539.26	45.00
539.62	39.00
539.97	37.00
540.33	46.00
540.68	42.00
541.03	45.00
541.39	49.00
541.74	57.00
542.10	51.00
542.45	56.00
542.80	62.00
543.16	62.00
543.51	65.00
543.87	67.00
544.22	88.00
544.57	82.00
544.93	90.00
545.28	107.00
545.63	96.00
545.99	100.00
546.34	96.00
546.69	100.00
547.05	106.00
547.40	114.00
547.75	115.00
548.11	113.00
548.46	117.00
548.81	120.00
549.17	111.00
549.52	118.00
549.87	111.00
550.23	110.00
550.58	102.00
550.93	105.00
551.29	102.00
551.64	97.00
551.99	103.00
552.35	96.00
