340.36	0.00
340.73	1.00
341.11	4.00
341.48	-2.00
341.85	-6.00
342.22	3.00
342.59	2.00
342.96	5.00
343.34	4.00
343.71	1.00
344.08	-2.00
344.45	1.00
344.82	0.00
345.20	4.00
345.57	3.00
345.94	6.00
346.31	-1.00
346.68	-1.00
347.05	2.00
347.42	5.00
347.80	1.00
348.17	3.00
348.54	5.00
348.91	0.00
349.28	2.00
349.65	2.00
350.02	6.00
350.40	-5.00
350.77	-9.00
351.14	2.00
351.51	0.00
351.88	-2.00
352.25	3.00
352.62	3.00
352.99	8.00
353.37	7.00
353.74	4.00
354.11	6.00
354.48	1.00
354.85	0.00
355.22	10.00
355.59	5.00
355.96	10.00
356.33	11.00
356.70	4.00
357.07	3.00
357.44	2.00
357.82	2.00
358.19	2.00
358.56	2.00
358.93	-5.00
359.30	-9.00
359.67	3.00
360.04	-2.00
360.41	-2.00
360.78	3.00
361.15	-4.00
361.52	-2.00
361.89	-2.00
362.26	0.00
362.63	4.00
363.00	1.00
363.37	9.00
363.74	-1.00
364.11	-1.00
364.48	5.00
364.85	4.00
365.22	11.00
365.59	13.00
365.96	8.00
366.33	7.00
366.70	7.00
367.07	-1.00
367.44	5.00
367.81	5.00
368.18	-4.00
368.55	1.00
368.92	5.00
369.29	-2.00
369.66	1.00
370.03	8.00
370.40	1.00
370.77	3.00
371.14	1.00
371.51	0.00
371.88	2.00
372.25	4.00
372.62	-2.00
372.99	3.00
373.36	6.00
373.73	13.00
374.10	-1.00
374.47	5.00
374.84	6.00
375.21	4.00
375.58	4.00
375.95	-2.00
376.32	-5.00
376.69	3.00
377.05	9.00
377.42	3.00
377.79	0.00
378.16	2.00
378.53	1.00
378.90	-1.00
379.27	1.00
379.64	4.00
380.01	4.00
380.38	0.00
380.75	2.00
381.11	2.00
381.48	-2.00
381.85	2.00
382.22	-8.00
382.59	-1.00
382.96	7.00
383.33	3.00
383.70	6.00
384.06	3.00
384.43	8.00
384.80	7.00
385.17	-2.00
385.54	-1.00
385.91	-1.00
386.28	0.00
386.64	0.00
387.01	10.00
387.38	1.00
387.75	-1.00
388.12	0.00
388.49	3.00
388.85	1.00
389.22	6.00
389.59	4.00
389.96	5.00
390.33	-3.00
390.70	10.00
391.06	7.00
391.43	11.00
391.80	0.00
392.17	7.00
392.54	3.00
392.90	5.00
393.27	8.00
393.64	-2.00
394.01	1.00
394.38	-1.00
394.74	6.00
395.11	2.00
395.48	9.00
395.85	6.00
396.21	5.00
396.58	0.00
396.95	1.00
397.32	8.00
397.69	8.00
398.05	1.00
398.42	7.00
398.79	-2.00
399.16	10.00
399.52	13.00
399.89	8.00
400.26	5.00
400.62	11.00
400.99	5.00
401.36	10.00
401.73	11.00
402.09	9.00
402.46	15.00
402.83	18.00
403.20	13.00
403.56	14.00
403.93	15.00
404.30	18.00
404.66	20.00
405.03	16.00
405.40	25.00
405.76	25.00
406.13	25.00
406.50	27.00
406.86	37.00
407.23	27.00
407.60	32.00
407.97	33.00
408.33	34.00
408.70	37.00
409.07	45.00
409.43	50.00
409.80	45.00
410.17	52.00
410.53	50.00
410.90	55.00
411.26	65.00
411.63	68.00
412.00	68.00
412.36	76.00
412.73	72.00
413.10	72.00
413.46	83.00
413.83	82.00
414.20	95.00
414.56	90.00
414.93	87.00
415.29	104.00
415.66	109.00
416.03	113.00
416.39	117.00
416.76	129.00
417.12	130.00
417.49	151.00
417.86	153.00
418.22	155.00
418.59	176.00
418.95	168.00
419.32	189.00
419.68	203.00
420.05	218.00
420.42	216.00
420.78	231.00
421.15	244.00
421.51	270.00
421.88	273.00
422.24	292.00
422.61	307.00
422.97	322.00
423.34	343.00
423.71	365.00
424.07	381.00
424.44	372.00
424.80	418.00
425.17	442.00
425.53	439.00
425.90	446.00
426.26	491.00
426.63	498.00
426.99	511.00
427.36	539.00
427.72	578.00
428.09	597.00
428.45	634.00
428.82	607.00
429.18	610.00
429.55	659.00
429.91	669.00
430.28	668.00
430.64	686.00
431.01	747.00
431.37	712.00
431.74	720.00
432.10	744.00
432.47	767.00
432.83	757.00
433.19	783.00
433.56	845.00
433.92	795.00
434.29	808.00
434.65	889.00
435.02	786.00
435.38	723.00
435.75	707.00
436.11	810.00
436.47	840.00
436.84	900.00
437.20	946.00
437.57	1012.00
437.93	1068.00
438.30	1042.00
438.66	1082.00
439.02	1043.00
439.39	1049.00
439.75	1022.00
440.12	1045.00
440.48	978.00
440.84	951.00
441.21	977.00
441.57	928.00
441.94	902.00
442.30	877.00
442.66	881.00
443.03	882.00
443.39	880.00
443.75	887.00
444.12	859.00
444.48	860.00
444.84	827.00
445.21	826.00
445.57	807.00
445.93	821.00
446.30	822.00
446.66	831.00
447.02	794.00
447.39	793.00
447.75	772.00
448.11	758.00
448.48	725.00
448.84	753.00
449.20	732.00
449.57	709.00
449.93	712.00
450.29	716.00
450.66	674.00
451.02	670.00
451.38	661.00
451.75	675.00
452.11	672.00
452.47	574.00
452.83	623.00
453.20	616.00
453.56	648.00
453.92	646.00
454.28	600.00
454.65	624.00
455.01	588.00
455.37	583.00
455.74	639.00
456.10	604.00
456.46	613.00
456.82	607.00
457.19	552.00
457.55	570.00
457.91	539.00
458.27	582.00
458.63	560.00
459.00	577.00
459.36	563.00
459.72	512.00
460.08	529.00
460.45	499.00
460.81	523.00
461.17	490.00
461.53	493.00
461.89	503.00
462.26	474.00
462.62	486.00
462.98	504.00
463.34	497.00
463.70	512.00
464.06	485.00
464.43	506.00
464.79	503.00
465.15	538.00
465.51	499.00
465.87	521.00
466.23	520.00
466.60	539.00
466.96	543.00
467.32	541.00
467.68	572.00
468.04	564.00
468.40	578.00
468.77	590.00
469.13	606.00
469.49	587.00
469.85	595.00
470.21	650.00
470.57	591.00
470.93	664.00
471.29	681.00
471.65	666.00
472.02	657.00
472.38	690.00
472.74	710.00
473.10	733.00
473.46	717.00
473.82	720.00
474.18	765.00
474.54	719.00
474.90	720.00
475.26	753.00
475.62	745.00
475.98	746.00
476.35	695.00
476.71	728.00
477.07	748.00
477.43	764.00
477.79	765.00
478.15	796.00
478.51	781.00
478.87	801.00
479.23	777.00
479.59	805.00
479.95	829.00
480.31	841.00
480.67	829.00
481.03	874.00
481.39	886.00
481.75	885.00
482.11	920.00
482.47	938.00
482.83	946.00
483.19	945.00
483.55	969.00
483.91	990.00
484.27	971.00
484.63	1018.00
484.99	1034.00
485.35	1044.00
485.71	1059.00
486.07	1055.00
486.43	1032.00
486.79	988.00
487.15	1012.00
487.51	1020.00
487.87	1013.00
488.23	969.00
488.59	978.00
488.95	936.00
489.31	955.00
489.66	965.00
490.02	932.00
490.38	921.00
490.74	892.00
491.10	878.00
491.46	840.00
491.82	820.00
492.18	807.00
492.54	800.00
492.90	764.00
493.26	735.00
493.61	737.00
493.97	732.00
494.33	722.00
494.69	715.00
495.05	717.00
495.41	704.00
495.77	701.00
496.13	694.00
496.49	659.00
496.84	670.00
497.20	654.00
497.56	644.00
497.92	638.00
498.28	637.00
498.64	607.00
499.00	624.00
499.35	605.00
499.71	599.00
500.07	587.00
500.43	581.00
500.79	572.00
501.14	575.00
501.50	566.00
501.86	553.00
502.22	536.00
502.58	555.00
502.94	540.00
503.29	538.00
503.65	529.00
504.01	516.00
504.37	503.00
504.73	520.00
505.08	497.00
505.44	518.00
505.80	507.00
506.16	504.00
506.51	490.00
506.87	477.00
507.23	503.00
507.59	489.00
507.94	489.00
508.30	471.00
508.66	474.00
509.02	477.00
509.37	466.00
509.73	473.00
510.09	465.00
510.45	471.00
510.80	469.00
511.16	436.00
511.52	444.00
511.87	445.00
512.23	440.00
